address,name,size,status,match_percent,unit,evidence
0x004525D0,th095::LoadHelpAnm,88,matching,100.00,help-menu-load-anm,python3 scripts/build.py --unit help-menu-load-anm && python3 scripts/compare-coff-function.py --unit help-menu-load-anm --json
0x00445E40,th095::SceneSelectControllerView::OnUpdate,19,matching,100.00,front-end-controller-on-update,python3 scripts/build.py --unit front-end-controller-on-update && python3 scripts/compare-coff-function.py --unit front-end-controller-on-update --json
0x00445E60,th095::SceneSelectControllerView::OnDraw,19,matching,100.00,front-end-controller-on-draw,python3 scripts/build.py --unit front-end-controller-on-draw && python3 scripts/compare-coff-function.py --unit front-end-controller-on-draw --json
0x00447750,th095::SceneSelectControllerView::CloseMainMenu,648,matching,100.00,front-end-main-menu-close,python3 scripts/build.py --unit front-end-main-menu-close && python3 scripts/compare-coff-function.py --unit front-end-main-menu-close --json
0x004479E0,th095::SceneSelectControllerView::UpdateMainMenuSelection,787,matching,100.00,front-end-main-menu-selection,python3 scripts/build.py --unit front-end-main-menu-selection && python3 scripts/compare-coff-function.py --unit front-end-main-menu-selection --json
0x004453B0,th095::SceneTextureEntryView::Clear,136,matching,100.00,scene-texture-clear,python3 scripts/build.py --unit scene-texture-clear && python3 scripts/compare-coff-function.py --unit scene-texture-clear --json
0x0041BA80,th095::CalculateAlignedChecksum,83,matching,100.00,checksum-aligned,python3 scripts/build.py --unit checksum-aligned && python3 scripts/compare-coff-function.py --unit checksum-aligned --json
0x0041C570,th095::AccumulateArgb4444Neighbor,133,matching,100.00,anm-texture-accumulate-argb4444,python3 scripts/build.py --unit anm-texture-accumulate-argb4444 && python3 scripts/compare-coff-function.py --unit anm-texture-accumulate-argb4444 --json
0x00442A50,th095::AccumulateArgb8888Neighbor,96,matching,100.00,anm-texture-accumulate-argb8888,python3 scripts/build.py --unit anm-texture-accumulate-argb8888 && python3 scripts/compare-coff-function.py --unit anm-texture-accumulate-argb8888 --json
0x00442AB0,th095::AccumulateArgb1555Neighbor,133,matching,100.00,anm-texture-accumulate-argb1555,python3 scripts/build.py --unit anm-texture-accumulate-argb1555 && python3 scripts/compare-coff-function.py --unit anm-texture-accumulate-argb1555 --json
0x00442B40,th095::GetAnmFormat,79,matching,100.00,anm-texture-get-format,python3 scripts/build.py --unit anm-texture-get-format && python3 scripts/compare-coff-function.py --unit anm-texture-get-format --json
0x00442B90,th095::SceneAnmManagerView::LoadTexture,270,matching,100.00,anm-texture-load,python3 scripts/build.py --unit anm-texture-load && python3 scripts/compare-coff-function.py --unit anm-texture-load --json
0x00443C70,th095::AnmTextManagerView::DrawTextInner,104,matching,100.00,anm-text-draw-inner,python3 scripts/build.py --unit anm-text-draw-inner && python3 scripts/compare-coff-function.py --unit anm-text-draw-inner --json
0x0041C600,th095::TextRenderBufferView::InvertAlpha,373,matching,100.00,text-render-buffer-invert-alpha,python3 scripts/build.py --unit text-render-buffer-invert-alpha && python3 scripts/compare-coff-function.py --unit text-render-buffer-invert-alpha --json
0x0041BE60,th095::TextRenderBufferView::ReleaseBuffer,182,matching,100.00,text-render-buffer-release,python3 scripts/build.py --unit text-render-buffer-release && python3 scripts/compare-coff-function.py --unit text-render-buffer-release --json
0x0041BF20,th095::TextRenderBufferView::AllocateBufferWithFallback,104,matching,100.00,text-render-buffer-allocate-fallback,python3 scripts/build.py --unit text-render-buffer-allocate-fallback && python3 scripts/compare-coff-function.py --unit text-render-buffer-allocate-fallback --json
0x0041C180,th095::TextRenderBufferView::GetFormatInfo,88,matching,100.00,text-render-buffer-get-format,python3 scripts/build.py --unit text-render-buffer-get-format && python3 scripts/compare-coff-function.py --unit text-render-buffer-get-format --json
0x0041C780,th095::TextHelperView::CreateTextBuffer,278,matching,100.00,text-renderer-create-buffer,python3 scripts/build.py --unit text-renderer-create-buffer && python3 scripts/compare-coff-function.py --unit text-renderer-create-buffer --json
0x0041C8A0,th095::TextHelperView::ReleaseTextBuffer,65,matching,100.00,text-renderer-release-buffer,python3 scripts/build.py --unit text-renderer-release-buffer && python3 scripts/compare-coff-function.py --unit text-renderer-release-buffer --json
0x0041BC00,th095::ControllerInputSlotView::ControllerInputSlotView,278,matching,100.00,controller-input-slot-constructor,python3 scripts/build.py --unit controller-input-slot-constructor && python3 scripts/compare-coff-function.py --unit controller-input-slot-constructor --json
0x0041BDD0,th095::TextRenderBufferView::TextRenderBufferView,105,matching,100.00,text-render-buffer-constructor,python3 scripts/build.py --unit text-render-buffer-constructor && python3 scripts/compare-coff-function.py --unit text-render-buffer-constructor --json
0x0041BE40,th095::TextRenderBufferView::~TextRenderBufferView,19,matching,100.00,text-render-buffer-destructor,python3 scripts/build.py --unit text-render-buffer-destructor && python3 scripts/compare-coff-function.py --unit text-render-buffer-destructor --json
0x00418900,th095::ChainElem::ChainElem,99,matching,100.00,chain-elem-constructor,python3 scripts/build.py --unit chain-elem-constructor && python3 scripts/compare-coff-function.py --unit chain-elem-constructor --json
0x00418970,th095::ChainElem::~ChainElem,82,matching,100.00,chain-elem-destructor,python3 scripts/build.py --unit chain-elem-destructor && python3 scripts/compare-coff-function.py --unit chain-elem-destructor --json
0x004189D0,th095::Chain::Chain,78,matching,100.00,chain-constructor,python3 scripts/build.py --unit chain-constructor && python3 scripts/compare-coff-function.py --unit chain-constructor --json
0x00418A20,th095::Chain::AddToCalcChain,260,matching,100.00,chain-add-calc,python3 scripts/build.py --unit chain-add-calc && python3 scripts/compare-coff-function.py --unit chain-add-calc --json
0x00418B30,th095::Chain::AddToDrawChain,263,matching,100.00,chain-add-draw,python3 scripts/build.py --unit chain-add-draw && python3 scripts/compare-coff-function.py --unit chain-add-draw --json
0x00418C40,th095::Chain::RunCalcChain,315,matching,100.00,chain-run-calc,python3 scripts/build.py --unit chain-run-calc && python3 scripts/compare-coff-function.py --unit chain-run-calc --json
0x00418DA0,th095::Chain::RunDrawChain,314,matching,100.00,chain-run-draw,python3 scripts/build.py --unit chain-run-draw && python3 scripts/compare-coff-function.py --unit chain-run-draw --json
0x00418F00,th095::Chain::ReleaseSingleChain,381,matching,100.00,chain-release-single,python3 scripts/build.py --unit chain-release-single && python3 scripts/compare-coff-function.py --unit chain-release-single --json
0x00419080,th095::Chain::Release,48,matching,100.00,chain-release,python3 scripts/build.py --unit chain-release && python3 scripts/compare-coff-function.py --unit chain-release --json
0x004190B0,th095::Chain::CreateElem,161,matching,100.00,chain-create-elem,python3 scripts/build.py --unit chain-create-elem && python3 scripts/compare-coff-function.py --unit chain-create-elem --json
0x00419160,th095::Chain::Cut,97,matching,100.00,chain-cut,python3 scripts/build.py --unit chain-cut && python3 scripts/compare-coff-function.py --unit chain-cut --json
0x004191D0,th095::Chain::CutImpl,458,matching,100.00,chain-cut-impl,python3 scripts/build.py --unit chain-cut-impl && python3 scripts/compare-coff-function.py --unit chain-cut-impl --json
0x0041BD20,th095::Chain::~Chain,75,matching,100.00,chain-destructor,python3 scripts/build.py --unit chain-destructor && python3 scripts/compare-coff-function.py --unit chain-destructor --json
0x0041BD70,th095::ZunMemory::~ZunMemory,84,matching,100.00,zun-memory-destructor,python3 scripts/build.py --unit zun-memory-destructor && python3 scripts/compare-coff-function.py --unit zun-memory-destructor --json
0x00435910,th095::ResultSaveDataView::WriteBestShotData,1407,matching,100.00,score-data-write-best-shot,python3 scripts/build.py --unit score-data-write-best-shot && python3 scripts/compare-coff-function.py --unit score-data-write-best-shot --json
0x004362A0,th095::SceneSaveDataView::LoadScenePreviewTexture,578,matching,100.00,scene-preview-load-texture,python3 scripts/build.py --unit scene-preview-load-texture && python3 scripts/compare-coff-function.py --unit scene-preview-load-texture --json
0x0042FF60,th095::PhotoGameUpdateView::Update,405,matching,100.00,photo-game-update,python3 scripts/build.py --unit photo-game-update && python3 scripts/compare-coff-function.py --unit photo-game-update --json
0x0040FAE0,th095::EclOperands::ResolveInt,1731,matching,100.00,ecl-resolve-int,python3 scripts/build.py --unit ecl-resolve-int && python3 scripts/compare-coff-function.py --unit ecl-resolve-int --json
0x004105A0,th095::Enemy::ResolveFloat,1708,matching,100.00,ecl-resolve-float,python3 scripts/build.py --unit ecl-resolve-float && python3 scripts/compare-coff-function.py --unit ecl-resolve-float --json
0x00410300,th095::EclOperands::ResolveIntLValue,487,matching,100.00,ecl-resolve-int-lvalue,python3 scripts/build.py --unit ecl-resolve-int-lvalue && python3 scripts/compare-coff-function.py --unit ecl-resolve-int-lvalue --json
0x00410DB0,th095::EclOperands::ResolveFloatLValue,686,matching,100.00,ecl-resolve-float-lvalue,python3 scripts/build.py --unit ecl-resolve-float-lvalue && python3 scripts/compare-coff-function.py --unit ecl-resolve-float-lvalue --json
0x0042C3E0,th095::UpdatePhotoStage,45,matching,100.00,photo-stage-update-callback,python3 scripts/build.py --unit photo-stage-update-callback && python3 scripts/compare-coff-function.py --unit photo-stage-update-callback --json
0x0042C450,th095::PhotoStageStateView::SavePhoto,356,matching,100.00,photo-stage-save-photo,python3 scripts/build.py --unit photo-stage-save-photo && python3 scripts/compare-coff-function.py --unit photo-stage-save-photo --json
0x0042E730,th095::InitializePhotoStageDisplayVm,118,matching,100.00,photo-stage-display-vm,python3 scripts/build.py --unit photo-stage-display-vm && python3 scripts/compare-coff-function.py --unit photo-stage-display-vm --json
0x0042E7B0,th095::PhotoStageStateView::CapturePhotoPixels,689,matching,100.00,photo-stage-capture-pixels,python3 scripts/build.py --unit photo-stage-capture-pixels && python3 scripts/compare-coff-function.py --unit photo-stage-capture-pixels --json
0x0042EBC0,th095::PhotoCameraState::PhotoCameraState,167,matching,100.00,photo-camera-constructor,python3 scripts/build.py --unit photo-camera-constructor && python3 scripts/compare-coff-function.py --unit photo-camera-constructor --json
0x0042EC70,th095::PhotoCameraState::~PhotoCameraState,35,matching,100.00,photo-camera-destructor,python3 scripts/build.py --unit photo-camera-destructor && python3 scripts/compare-coff-function.py --unit photo-camera-destructor --json
0x0042EE30,th095::LoadPhotoPlayerAnm,52,matching,100.00,photo-player-load-anm,python3 scripts/build.py --unit photo-player-load-anm && python3 scripts/compare-coff-function.py --unit photo-player-load-anm --json
0x0042EE70,th095::ReleasePhotoPlayerAnm,20,matching,100.00,photo-player-release-anm,python3 scripts/build.py --unit photo-player-release-anm && python3 scripts/compare-coff-function.py --unit photo-player-release-anm --json
0x0042EFB0,th095::PhotoGameUpdateView::Create,374,matching,100.00,photo-player-create,python3 scripts/build.py --unit photo-player-create && python3 scripts/compare-coff-function.py --unit photo-player-create --json
0x0042F130,th095::PhotoGameUpdateView::Destroy,95,matching,100.00,photo-player-destroy,python3 scripts/build.py --unit photo-player-destroy && python3 scripts/compare-coff-function.py --unit photo-player-destroy --json
0x00430110,th095::PhotoGameUpdateView::DrawPlayer,72,matching,100.00,photo-player-draw,python3 scripts/build.py --unit photo-player-draw && python3 scripts/compare-coff-function.py --unit photo-player-draw --json
0x00430160,th095::PhotoGameUpdateView::DrawCamera,30,matching,100.00,photo-camera-draw-wrapper,python3 scripts/build.py --unit photo-camera-draw-wrapper && python3 scripts/compare-coff-function.py --unit photo-camera-draw-wrapper --json
0x00430210,th095::PhotoGameUpdateView::OnDrawPlayer,45,matching,100.00,photo-player-draw-callback,python3 scripts/build.py --unit photo-player-draw-callback && python3 scripts/compare-coff-function.py --unit photo-player-draw-callback --json
0x00430240,th095::PhotoGameUpdateView::OnDrawCamera,19,matching,100.00,photo-camera-draw-callback,python3 scripts/build.py --unit photo-camera-draw-callback && python3 scripts/compare-coff-function.py --unit photo-camera-draw-callback --json
0x00430260,th095::PhotoGameUpdateView::LoadSht,265,matching,100.00,photo-player-load-sht,python3 scripts/build.py --unit photo-player-load-sht && python3 scripts/compare-coff-function.py --unit photo-player-load-sht --json
0x004303E0,th095::PhotoGameUpdateView::AngleFromPoint,108,matching,100.00,photo-player-angle-from-point,python3 scripts/build.py --unit photo-player-angle-from-point && python3 scripts/compare-coff-function.py --unit photo-player-angle-from-point --json
0x00430450,th095::PhotoGameUpdateView::CheckBulletCollision,212,matching,100.00,photo-player-check-bullet-collision,python3 scripts/build.py --unit photo-player-check-bullet-collision && python3 scripts/compare-coff-function.py --unit photo-player-check-bullet-collision --json
0x00430530,th095::PhotoGameUpdateView::CalcLaserHitbox,401,matching,100.00,photo-player-laser-hitbox,python3 scripts/build.py --unit photo-player-laser-hitbox && python3 scripts/compare-coff-function.py --unit photo-player-laser-hitbox --json
0x004306D0,th095::PhotoGameUpdateView::Die,241,matching,100.00,photo-player-die,python3 scripts/build.py --unit photo-player-die && python3 scripts/compare-coff-function.py --unit photo-player-die --json
0x004152D0,th095::PhotoEnemyView::~PhotoEnemyView,52,matching,100.00,enemy-view-destructor,python3 scripts/build.py --unit enemy-view-destructor && python3 scripts/compare-coff-function.py --unit enemy-view-destructor --json
0x004156C0,th095::PhotoEnemyManagerView::Spawn,350,matching,100.00,enemy-spawn,python3 scripts/build.py --unit enemy-spawn && python3 scripts/compare-coff-function.py --unit enemy-spawn --json
0x00415820,th095::PhotoEnemyManagerView::SpawnWithContext,336,matching,100.00,enemy-spawn-with-context,python3 scripts/build.py --unit enemy-spawn-with-context && python3 scripts/compare-coff-function.py --unit enemy-spawn-with-context --json
0x004160B0,th095::PhotoEnemyView::IntegrateMovement,308,matching,100.00,enemy-integrate-movement,python3 scripts/build.py --unit enemy-integrate-movement && python3 scripts/compare-coff-function.py --unit enemy-integrate-movement --json
0x00416320,th095::PhotoEnemyView::ClampPosition,208,matching,100.00,enemy-clamp-position,python3 scripts/build.py --unit enemy-clamp-position && python3 scripts/compare-coff-function.py --unit enemy-clamp-position --json
0x00416770,th095::PhotoEnemyView::UpdatePhotoMarkerPulse,101,matching,100.00,enemy-update-photo-marker-pulse,python3 scripts/build.py --unit enemy-update-photo-marker-pulse && python3 scripts/compare-coff-function.py --unit enemy-update-photo-marker-pulse --json
0x00416E80,th095::PhotoEnemyView::Deactivate,175,matching,100.00,enemy-deactivate,python3 scripts/build.py --unit enemy-deactivate && python3 scripts/compare-coff-function.py --unit enemy-deactivate --json
0x004186D0,th095::PhotoToScreen,71,matching,100.00,photo-to-screen,python3 scripts/build.py --unit photo-to-screen && python3 scripts/compare-coff-function.py --unit photo-to-screen --json
0x004167E0,th095::PhotoEnemyView::RestartEcl,48,matching,100.00,enemy-restart-ecl,python3 scripts/build.py --unit enemy-restart-ecl && python3 scripts/compare-coff-function.py --unit enemy-restart-ecl --json
0x00416810,th095::PhotoEnemyManagerView::ResetNonPhotoTargetsAndPhotoTargetEcls,188,matching,100.00,enemy-reset-non-photo-and-photo-ecls,python3 scripts/build.py --unit enemy-reset-non-photo-and-photo-ecls && python3 scripts/compare-coff-function.py --unit enemy-reset-non-photo-and-photo-ecls --json
0x00416DD0,th095::PhotoEnemyManagerView::ResetNonPhotoTargets,92,matching,100.00,enemy-reset-non-photo-targets,python3 scripts/build.py --unit enemy-reset-non-photo-targets && python3 scripts/compare-coff-function.py --unit enemy-reset-non-photo-targets --json
0x00416E30,th095::PhotoEnemyManagerView::RestartPhotoTargetEcls,73,matching,100.00,enemy-restart-photo-target-ecls,python3 scripts/build.py --unit enemy-restart-photo-target-ecls && python3 scripts/compare-coff-function.py --unit enemy-restart-photo-target-ecls --json
0x00408CE0,th095::PhotoEnemyEclManagerView::Load,247,matching,100.00,enemy-ecl-load,python3 scripts/build.py --unit enemy-ecl-load && python3 scripts/compare-coff-function.py --unit enemy-ecl-load --json
0x00408DE0,th095::PhotoEnemyEclManagerView::InitializeContext,140,matching,100.00,enemy-ecl-initialize-context,python3 scripts/build.py --unit enemy-ecl-initialize-context && python3 scripts/compare-coff-function.py --unit enemy-ecl-initialize-context --json
0x004153D0,th095::PhotoEnemyManagerView::LoadResources,260,matching,100.00,enemy-manager-load-resources,python3 scripts/build.py --unit enemy-manager-load-resources && python3 scripts/compare-coff-function.py --unit enemy-manager-load-resources --json
0x00415040,th095::PhotoEnemyView::PhotoEnemyView,641,matching,100.00,enemy-view-constructor,python3 scripts/build.py --unit enemy-view-constructor && python3 scripts/compare-coff-function.py --unit enemy-view-constructor --json
0x00415310,th095::PhotoEnemyEclContextView::PhotoEnemyEclContextView,181,matching,100.00,enemy-ecl-context-constructor,python3 scripts/build.py --unit enemy-ecl-context-constructor && python3 scripts/compare-coff-function.py --unit enemy-ecl-context-constructor --json
0x00414B30,th095::PhotoEnemyManagerView::Destroy,95,matching,100.00,enemy-manager-destroy,python3 scripts/build.py --unit enemy-manager-destroy && python3 scripts/compare-coff-function.py --unit enemy-manager-destroy --json
0x0041E2C0,th095::PhotoStraightLaserView::Update,1029,matching,100.00,photo-straight-laser-update,python3 scripts/build.py --unit photo-straight-laser-update && python3 scripts/compare-coff-function.py --unit photo-straight-laser-update --json
0x0041F550,th095::PhotoRotatingLaserView::Update,1062,matching,100.00,photo-rotating-laser-update,python3 scripts/build.py --unit photo-rotating-laser-update && python3 scripts/compare-coff-function.py --unit photo-rotating-laser-update --json
0x0041E6D0,th095::PhotoStraightLaserView::Draw,125,matching,100.00,photo-straight-laser-draw,python3 scripts/build.py --unit photo-straight-laser-draw && python3 scripts/compare-coff-function.py --unit photo-straight-laser-draw --json
0x0041F990,th095::PhotoRotatingLaserView::Draw,128,matching,100.00,photo-rotating-laser-draw,python3 scripts/build.py --unit photo-rotating-laser-draw && python3 scripts/compare-coff-function.py --unit photo-rotating-laser-draw --json
0x0041D930,th095::PhotoEffectManagerView::Update,283,matching,100.00,photo-effect-manager-update,python3 scripts/build.py --unit photo-effect-manager-update && python3 scripts/compare-coff-function.py --unit photo-effect-manager-update --json
0x0041DA50,th095::PhotoEffectManagerView::Remove,90,matching,100.00,photo-effect-manager-remove,python3 scripts/build.py --unit photo-effect-manager-remove && python3 scripts/compare-coff-function.py --unit photo-effect-manager-remove --json
0x0041DAB0,th095::PhotoEffectManagerView::Draw,70,matching,100.00,photo-effect-manager-draw,python3 scripts/build.py --unit photo-effect-manager-draw && python3 scripts/compare-coff-function.py --unit photo-effect-manager-draw --json
0x0041DB00,th095::PhotoEffectManagerView::OnUpdate,152,matching,100.00,photo-effect-manager-on-update,python3 scripts/build.py --unit photo-effect-manager-on-update && python3 scripts/compare-coff-function.py --unit photo-effect-manager-on-update --json
0x0041DBA0,th095::PhotoEffectManagerView::OnDraw,45,matching,100.00,photo-effect-manager-on-draw,python3 scripts/build.py --unit photo-effect-manager-on-draw && python3 scripts/compare-coff-function.py --unit photo-effect-manager-on-draw --json
0x0041DF10,th095::PhotoEffectManagerView::CountPhotoTargets,143,matching,100.00,photo-effect-manager-count-photo-targets,python3 scripts/build.py --unit photo-effect-manager-count-photo-targets && python3 scripts/compare-coff-function.py --unit photo-effect-manager-count-photo-targets --json
0x0041DFA0,th095::PhotoEffectManagerView::CheckCollisionStored,97,matching,100.00,photo-effect-manager-check-collision-stored,python3 scripts/build.py --unit photo-effect-manager-check-collision-stored && python3 scripts/compare-coff-function.py --unit photo-effect-manager-check-collision-stored --json
0x0041E010,th095::PhotoEffectManagerView::DrawSecondary,70,matching,100.00,photo-effect-manager-draw-secondary,python3 scripts/build.py --unit photo-effect-manager-draw-secondary && python3 scripts/compare-coff-function.py --unit photo-effect-manager-draw-secondary --json
0x0041E060,th095::PhotoEffectManagerView::CountNearbyTargets,91,matching,100.00,photo-effect-manager-count-nearby-targets,python3 scripts/build.py --unit photo-effect-manager-count-nearby-targets && python3 scripts/compare-coff-function.py --unit photo-effect-manager-count-nearby-targets --json
0x0041DD80,th095::PhotoStraightLaserView::PhotoStraightLaserView,199,matching,100.00,photo-straight-laser-constructor,python3 scripts/build.py --unit photo-straight-laser-constructor && python3 scripts/compare-coff-function.py --unit photo-straight-laser-constructor --json
0x0041DE50,th095::PhotoRotatingLaserView::PhotoRotatingLaserView,190,matching,100.00,photo-rotating-laser-constructor,python3 scripts/build.py --unit photo-rotating-laser-constructor && python3 scripts/compare-coff-function.py --unit photo-rotating-laser-constructor --json
0x0041CB20,th095::PhotoItemManagerView::PhotoItemManagerView,127,matching,100.00,photo-item-manager-constructor,python3 scripts/build.py --unit photo-item-manager-constructor && python3 scripts/compare-coff-function.py --unit photo-item-manager-constructor --json
0x0041CBA0,th095::PhotoItemView::PhotoItemView,64,matching,100.00,photo-item-constructor,python3 scripts/build.py --unit photo-item-constructor && python3 scripts/compare-coff-function.py --unit photo-item-constructor --json
0x0041CBE0,th095::PhotoItemView::~PhotoItemView,43,matching,100.00,photo-item-destructor,python3 scripts/build.py --unit photo-item-destructor && python3 scripts/compare-coff-function.py --unit photo-item-destructor --json
0x0041CC10,th095::PhotoItemManagerView::Initialize,13,matching,100.00,photo-item-manager-initialize,python3 scripts/build.py --unit photo-item-manager-initialize && python3 scripts/compare-coff-function.py --unit photo-item-manager-initialize --json
0x0041CC20,th095::PhotoItemManagerView::~PhotoItemManagerView,146,matching,100.00,photo-item-manager-destructor,python3 scripts/build.py --unit photo-item-manager-destructor && python3 scripts/compare-coff-function.py --unit photo-item-manager-destructor --json
0x0041CCC0,th095::PhotoItemManagerView::Create,316,matching,100.00,photo-item-manager-create,python3 scripts/build.py --unit photo-item-manager-create && python3 scripts/compare-coff-function.py --unit photo-item-manager-create --json
0x0041CE00,th095::PhotoItemManagerView::Destroy,95,matching,100.00,photo-item-manager-destroy,python3 scripts/build.py --unit photo-item-manager-destroy && python3 scripts/compare-coff-function.py --unit photo-item-manager-destroy --json
0x0041D340,th095::PhotoItemManagerView::Draw,134,matching,100.00,photo-item-manager-draw,python3 scripts/build.py --unit photo-item-manager-draw && python3 scripts/compare-coff-function.py --unit photo-item-manager-draw --json
0x0041D3D0,th095::PhotoItemManagerView::OnUpdate,89,matching,100.00,photo-item-manager-on-update,python3 scripts/build.py --unit photo-item-manager-on-update && python3 scripts/compare-coff-function.py --unit photo-item-manager-on-update --json
0x0041D430,th095::PhotoItemManagerView::OnDraw,45,matching,100.00,photo-item-manager-on-draw,python3 scripts/build.py --unit photo-item-manager-on-draw && python3 scripts/compare-coff-function.py --unit photo-item-manager-on-draw --json
0x0041D580,th095::PhotoEffectManagerView::PhotoEffectManagerView,59,matching,100.00,photo-effect-manager-constructor,python3 scripts/build.py --unit photo-effect-manager-constructor && python3 scripts/compare-coff-function.py --unit photo-effect-manager-constructor --json
0x0041D5C0,th095::PhotoEffectBaseView::PhotoEffectBaseView,77,matching,100.00,photo-effect-base-constructor,python3 scripts/build.py --unit photo-effect-base-constructor && python3 scripts/compare-coff-function.py --unit photo-effect-base-constructor --json
0x0041D610,th095::PhotoEffectBaseView::Initialize,15,matching,100.00,photo-effect-base-initialize,python3 scripts/build.py --unit photo-effect-base-initialize && python3 scripts/compare-coff-function.py --unit photo-effect-base-initialize --json
0x0041D620,th095::PhotoEffectBaseView::Cleanup,52,matching,100.00,photo-effect-base-cleanup,python3 scripts/build.py --unit photo-effect-base-cleanup && python3 scripts/compare-coff-function.py --unit photo-effect-base-cleanup --json
0x0041D660,th095::PhotoEffectBaseView::CountPhotoTargets,15,matching,100.00,photo-effect-base-count-photo-targets-default,python3 scripts/build.py --unit photo-effect-base-count-photo-targets-default && python3 scripts/compare-coff-function.py --unit photo-effect-base-count-photo-targets-default --json
0x0041D670,th095::PhotoEffectBaseView::CountNearbyTargets,15,matching,100.00,photo-effect-base-count-nearby-targets-default,python3 scripts/build.py --unit photo-effect-base-count-nearby-targets-default && python3 scripts/compare-coff-function.py --unit photo-effect-base-count-nearby-targets-default --json
0x0041D680,th095::PhotoEffectManagerView::Initialize,78,matching,100.00,photo-effect-manager-initialize,python3 scripts/build.py --unit photo-effect-manager-initialize && python3 scripts/compare-coff-function.py --unit photo-effect-manager-initialize --json
0x0041D6D0,th095::PhotoEffectManagerView::~PhotoEffectManagerView,177,matching,100.00,photo-effect-manager-destructor,python3 scripts/build.py --unit photo-effect-manager-destructor && python3 scripts/compare-coff-function.py --unit photo-effect-manager-destructor --json
0x0041D790,th095::PhotoEffectManagerView::Create,310,matching,100.00,photo-effect-manager-create,python3 scripts/build.py --unit photo-effect-manager-create && python3 scripts/compare-coff-function.py --unit photo-effect-manager-create --json
0x0041D8D0,th095::PhotoEffectManagerView::Destroy,95,matching,100.00,photo-effect-manager-destroy,python3 scripts/build.py --unit photo-effect-manager-destroy && python3 scripts/compare-coff-function.py --unit photo-effect-manager-destroy --json
0x004179D0,th095::PhotoGameTaskView::PhotoGameTaskView,148,matching,100.00,photo-game-task-constructor,python3 scripts/build.py --unit photo-game-task-constructor && python3 scripts/compare-coff-function.py --unit photo-game-task-constructor --json
0x00417A70,th095::PhotoGameTaskView::InitializeSubsystems,682,matching,100.00,photo-game-task-initialize-subsystems,python3 scripts/build.py --unit photo-game-task-initialize-subsystems && python3 scripts/compare-coff-function.py --unit photo-game-task-initialize-subsystems --json
0x00417D20,th095::PhotoGameTaskView::Load,335,matching,100.00,photo-game-task-load,python3 scripts/build.py --unit photo-game-task-load && python3 scripts/compare-coff-function.py --unit photo-game-task-load --json
0x00417E70,th095::PhotoGameTaskView::~PhotoGameTaskView,271,matching,100.00,photo-game-task-destructor,python3 scripts/build.py --unit photo-game-task-destructor && python3 scripts/compare-coff-function.py --unit photo-game-task-destructor --json
0x00417F80,th095::PhotoGameTaskView::Create,284,matching,100.00,photo-game-task-create,python3 scripts/build.py --unit photo-game-task-create && python3 scripts/compare-coff-function.py --unit photo-game-task-create --json
0x004180A0,th095::PhotoGameTaskView::Destroy,95,matching,100.00,photo-game-task-destroy,python3 scripts/build.py --unit photo-game-task-destroy && python3 scripts/compare-coff-function.py --unit photo-game-task-destroy --json
0x00418100,th095::PhotoGameTaskView::Update,790,matching,100.00,photo-game-task-update,python3 scripts/build.py --unit photo-game-task-update && python3 scripts/compare-coff-function.py --unit photo-game-task-update --json
0x00418420,th095::PhotoGameTaskView::DrawHud,617,matching,100.00,photo-game-task-draw-hud,python3 scripts/build.py --unit photo-game-task-draw-hud && python3 scripts/compare-coff-function.py --unit photo-game-task-draw-hud --json
0x00418690,th095::PhotoGameTaskView::OnUpdate,19,matching,100.00,photo-game-task-on-update,python3 scripts/build.py --unit photo-game-task-on-update && python3 scripts/compare-coff-function.py --unit photo-game-task-on-update --json
0x004186B0,th095::PhotoGameTaskView::OnDraw,19,matching,100.00,photo-game-task-on-draw,python3 scripts/build.py --unit photo-game-task-on-draw && python3 scripts/compare-coff-function.py --unit photo-game-task-on-draw --json
0x00417070,th095::PhotoFrontManagerView::PhotoFrontManagerView,121,matching,100.00,photo-front-constructor,python3 scripts/build.py --unit photo-front-constructor && python3 scripts/compare-coff-function.py --unit photo-front-constructor --json
0x00417300,th095::LoadPhotoFrontAnm,52,matching,100.00,photo-front-load-anm,python3 scripts/build.py --unit photo-front-load-anm && python3 scripts/compare-coff-function.py --unit photo-front-load-anm --json
0x00417340,th095::ReleasePhotoFrontAnm,20,matching,100.00,photo-front-release-anm,python3 scripts/build.py --unit photo-front-release-anm && python3 scripts/compare-coff-function.py --unit photo-front-release-anm --json
0x00417360,th095::PhotoFrontManagerView::~PhotoFrontManagerView,161,matching,100.00,photo-front-destructor,python3 scripts/build.py --unit photo-front-destructor && python3 scripts/compare-coff-function.py --unit photo-front-destructor --json
0x00417410,th095::PhotoFrontManagerView::Create,316,matching,100.00,photo-front-create,python3 scripts/build.py --unit photo-front-create && python3 scripts/compare-coff-function.py --unit photo-front-create --json
0x00417550,th095::PhotoFrontManagerView::Destroy,95,matching,100.00,photo-front-destroy,python3 scripts/build.py --unit photo-front-destroy && python3 scripts/compare-coff-function.py --unit photo-front-destroy --json
0x004175B0,th095::PhotoFrontManagerView::Update,873,matching,100.00,photo-front-update,python3 scripts/build.py --unit photo-front-update && python3 scripts/compare-coff-function.py --unit photo-front-update --json
