name,address,type
th095::Supervisor::ConfigureGameplayViewport,0x00404B10,function
th095::Background::RunStageScript,0x00403440,function
th095::Background::Initialize,0x00402250,function
th095::Background::Create,0x004024A0,function
th095::Background::Update,0x00402680,function
th095::Background::OnUpdate,0x00402B80,function
th095::Background::OnDrawHighPrio,0x00402BF0,function
th095::Background::OnDrawLowPrio,0x00402C20,function
th095::Background::LoadStageData,0x00402C50,function
th095::Background::LoadStageDataInner,0x00402C80,function
th095::Background::UpdateStageObjectVms,0x00402E90,function
th095::Background::DrawHighPrio,0x00402750,function
th095::Background::DrawLowPrio,0x00402990,function
th095::Background::RenderObjects,0x00402F60,function
th095::BackgroundStageObject::IsVisible,0x004031A0,function
th095::BackgroundSupervisorView::ConfigureBackgroundViewport,0x00401B70,function
th095::Background::Background,0x004020C0,function
th095::Background::~Background,0x00402330,function
th095::AnmVm::AnmVm,0x00401EB0,function
th095::AnmVmBase::AnmVmBase,0x00401F10,function
th095::AsciiManager::AsciiManager,0x00401D30,function
th095::AsciiManager::~AsciiManager,0x00402010,function
th095::AsciiManager::OnUpdate,0x00401000,function
th095::AsciiManager::OnDrawLowPrio,0x00401090,function
th095::AsciiManager::OnDrawHighPrio,0x004010B0,function
th095::AsciiManager::Reset,0x004010F0,function
th095::AsciiManager::RegisterChain,0x00401280,function
th095::AsciiManager::AddedCallback,0x00401360,function
th095::AsciiManager::DeletedCallback,0x004013F0,function
th095::AsciiManager::CutChain,0x00401420,function
th095::AsciiManager::AddString,0x00401450,function
th095::AsciiManager::AddGuiString,0x00401530,function
th095::AsciiManager::AddFormatText,0x00401610,function
th095::AsciiManager::AddGuiFormatText,0x00401660,function
th095::AsciiManager::DrawStrings,0x00401700,function
th095::AsciiManager::DrawGuiStrings,0x00401920,function
th095::AsciiManager::InitializeVms,0x00423430,function
th095::Supervisor::OnDraw2,0x004235D0,function
th095::Supervisor::DrawFpsCounter,0x00423790,function
th095::Supervisor::CalculateFps,0x00424720,function
th095::Supervisor::FinalizeFrame,0x00423840,function
th095::Supervisor::InitializeInput,0x004238E0,function
th095::Supervisor::SetupDInput,0x00423960,function
th095::Supervisor::EnumGameControllersCb,0x00423C20,function
th095::Supervisor::ControllerCallback,0x00423C70,function
th095::Supervisor::StartInputWorker,0x00423CE0,function
th095::Supervisor::ReleaseGameManagers,0x00423D00,function
th095::Supervisor::AddedCallback,0x00423E70,function
th095::Supervisor::LoadDat,0x00423FB0,function
th095::Supervisor::CheckFps,0x00424050,function
th095::Supervisor::StartupThread,0x004242B0,function
th095::Supervisor::DeletedCallback,0x004244D0,function
th095::DummyMidiTimer::~DummyMidiTimer,0x00424700,function
th095::Supervisor::ThreadClose,0x00425150,function
th095::Supervisor::ScreenshotThread,0x00424980,function
th095::Supervisor::TakeScreenshot,0x00424A00,function
th095::Supervisor::LoadMusic,0x004251F0,function
th095::Supervisor::PlayMusic,0x004252F0,function
th095::Supervisor::StopAudio,0x00425390,function
th095::Supervisor::FadeOutMusic,0x00425410,function
th095::Supervisor::EnableFog,0x004254D0,function
th095::Supervisor::DisableFog,0x00425520,function
th095::Supervisor::SetRenderState,0x00425570,function
th095::Supervisor::SetupLoadingVms,0x00425660,function
th095::Supervisor::HideLoadingVms,0x00425730,function
th095::Supervisor::BeginLoadingCompletion,0x004257E0,function
th095::SupervisorViewportView::ApplyGameplayViewport,0x00425910,function
th095::BackgroundSupervisorView::ApplyBackgroundViewport,0x00425AA0,function
th095::Supervisor::InitializeViewports,0x00425CC0,function
th095::Supervisor::OnUpdate,0x00423440,function
th095::Supervisor::UpdateSceneState,0x00425EF0,function
th095::ResultScreen::ResultScreen,0x004264B0,function
th095::ResultScreen::Initialize,0x00426630,function
th095::ResultScreen::LoadAnm,0x00426820,function
th095::ResultScreen::ReleaseAnm,0x00426860,function
th095::ResultScreen::~ResultScreen,0x00426880,function
th095::ResultScreen::Create,0x00426A50,function
th095::ResultScreen::Destroy,0x00426B90,function
th095::AnmManager::LoadSurface,0x004440F0,function
th095::AnmManager::ReleaseSurface,0x00444390,function
th095::AnmManager::CopySurfaceToBackbuffer,0x00444460,function
th095::AnmManager::TakeScreenshots,0x00421D00,function
th095::AnmManagerCaptureView::CaptureToTexture,0x00444620,function
th095::AnmManagerCaptureView::CaptureToSurface,0x00444760,function
th095::AnmManagerDrawLayerView::DrawLayer,0x00444C80,function
th095::AnmManagerVmLifecycleView::AddVm,0x00444D10,function
th095::AnmManagerVmLifecycleView::RemoveVm,0x00444E00,function
